tên_bệnh,hội_chứng,chủ_chứng,triệu_chứng,lưỡi,mạch,bài_thuốc,vị_thuốc
Viêm cầu thận mạn,Tỳ dương hư,"phù, tiểu ít, tiểu đục, tiểu ra máu, phù mặt, phù chân, albumin, protein niệu","Phù ít không rõ ràng, phù ở mí mắt, sắc mặt trắng xanh, thở gấp, tay chân mệt mỏi, hay đầy bụng, phân nhão, tiểu tiện ít, chất lưỡi bệu, có vết răng, tay chân lạnh, mạch hoãn",chất lưỡi bệu,mạch hoãn,Thực tỳ ẩm hợp Vị linh thang,"Bạch linh, Can khương, Thảo quả, Chích thảo, Hậu phác, Phụ tử, Sinh khương, Mộc hương, Đại phúc bì, Bạch truật, Binh lang, Mộc qua, Trư linh, Trạch tả, Táo"
Viêm cầu thận mạn,Tỳ thận dương hư,"phù, tiểu ít, tiểu đục, tiểu ra máu, phù mặt, phù chân, albumin, protein niệu","Phù không rõ ràng, phù ít kéo dài, bụng trướng, ỉa lỏng, nước tiểu ít, sắc mặt trắng xanh, lưỡi bệu, mệt mỏi, lưng mỏi, tay chân lạnh, sợ lạnh, mạch trầm tế",lưỡi bệu,mạch trầm tế,Chân vũ thang gia giảm (hoặc phương ôn dương lợi thuỷ),"Phụ tử, Bạch linh, Bạch truật, Sinh khương, Bạch thược, Trạch tả, Xa tiền tử, Trư linh, Nhục quế, Thổ phục (linh), Mã đề, Tỳ giải"
Viêm cầu thận mạn,Âm hư dương xung,"phù, tiểu ít, tiểu đục, tiểu ra máu, phù mặt, phù chân, albumin, protein niệu","Phù ít, đau đầu, chóng mặt, hồi hộp, miệng khát, môi đỏ, khô họng, chất lưỡi đỏ, mạch huyền sác",chất lưỡi đỏ,mạch huyền sác,Kỷ cúc địa hoàng hoàn gia giảm,"Hoài sơn, Đan bì, Bạch linh, Trạch tả, Sơn thù, Kỉ tử, Cúc hoa, Qui đầu, Bạch thược, Ngưu tất, Thục địa, Xa tiền tử, Đan sâm, Tang kí sinh"
Viêm cầu thận mạn,Tỳ thận dương hư kèm trọc độc,"phù, tiểu ít, tiểu đục, tiểu ra máu, phù mặt, phù chân, albumin, protein niệu","Ure máu cao, lợm giọng buồn nôn, sắc mặt đen, tức ngực, trướng bụng, đại tiện lỏng, tiểu tiện ngắn ít, chất lưỡi bệu, rêu trắng dày, mạch huyền tế, nhu tế","chất lưỡi bệu, rêu trắng dày",mạch huyền tế,Phương ôn dương giáng trọc,"Phụ tử chế, Đại hoàng, Trần bì, Bạch linh, Bạch truật, Hậu phác, Bán hạ, Sinh khương, Đẳng sâm"
Chiến chấn (Chấn điệu),Phong Dương Nội Động,,"Chóng mặt, đầu căng, mặt đỏ, miệng lưỡi khô, dễ tức giận, đau lưng, chân yếu, đầu lắc, tay run, không thể tự làm được việc gì, lưỡi đỏ, rêu lưỡi vàng nhạt, mạch Huyền Sác","miệng lưỡi khô, lưỡi đỏ, rêu lưỡi vàng nhạt",mạch Huyền Sác,Tư Sinh Thanh Dương Thang,"Sinh địa, Sinh thạch quyết minh, Từ thạch, Thạch hộc, Mạch môn, Đan bì, Bạch thược, Cam Cúc hoa, Bạc hà, Sài hồ, Thiên ma, Tang diệp"
Chiến chấn (Chấn điệu),Tuỷ Hải Bất Túc,,"váng đầu, hoa mắt, ù tai, hay quên, đầu lắc, tay run, đi tiểu khó, nằm xuống là ngã lăn ra, nặng hơn thì dại khờ, khóc cười thất thường, nói năng lộn xộn, lưỡi đỏ nhạt kèm nhờn nhiều, rêu lưỡi trắng nhạt, mạch thường Trầm Huyền không lực hoặc Huyền Tế mà Sác","lưỡi đỏ nhạt kèm nhờn nhiều, rêu lưỡi trắng nhạt",mạch thường Trầm Huyền không lực hoặc Huyền Tế mà Sác,Quy Bản Nhị Tiên Cao (hoặc Ích Tuỷ Cường Thân Hoàn),"Quy Bản Nhị Tiên Cao: Lộc giác, Quy bản, Nhân sâm, Câu kỷ tử. Ích Tuỷ Cường Thân Hoàn: Lộc giác giao, Ô mai, Qui bản giao, Yến thái, Tây Hồng hoa, Thạch Xương bồ, Ngũ vị, Xạ hương, Đại mạo, Kỉ tử, Hà thủ ô, Hoàng tinh, Hi thiêm, Hòe mễ, Sơn thù, Thục địa, Đào nhân"
Chiến chấn (Chấn điệu),Khí Huyết Đều Hư,,"Chóng mặt, hồi hộp, phiền muộn, hễ cử động thì mệt, ngại nói, đầu lắc, tay run, uể oải, sợ lạnh, tay chân lạnh, ra mồ hôi, tiêu tiểu thất thường, gốc lưỡi to, mầu hồng nhạt, rêu lưỡi trắng, nhờn, mạch Trầm Nhu không lực hoặc Trầm Tế","gốc lưỡi to, rêu lưỡi trắng",mạch Trầm Nhu không lực hoặc Trầm Tế,Bổ Trung Ích Khí Thang hợp Thiên Vương Bổ Tâm Đơn,"Hoàng kỳ, Nhân sâm, Bạch truật, Chích thảo, Đương qui, Trần bì, Thăng ma, Sài hồ, Huyền sâm, Đan sâm, Phục thần, Bá tử nhân, Viễn trí, Thiên môn, Mạch môn, Ngũ vị tử, Toan táo nhân, Sinh địa, Cát cánh"
Chiến chấn (Chấn điệu),Đờm Nhiệt Động Phong,,"váng đầu, hoa mắt, đầu lắc, tay run, tay mất cảm giác, không cầm được vật gì, có khi không còn cảm giác đau, ngứa gì nữa, ngực đầy, khó chịu, nôn mửa đờm dãi, ho suyễn, đờm dính như sợi, khạc nhổ liên tục, lưỡi sưng to, có ngấn, mầu đỏ sẫm, rêu lưỡi trắng nhờn, mạch Trầm Hoạt hoặc Trầm Nhu","lưỡi sưng to, rêu lưỡi trắng nhờn",mạch Trầm Hoạt hoặc Trầm Nhu,Đạo Đờm Thang gia giảm,"Trần bì, Bán hạ, Phục linh, Cam thảo, Nam tinh, Chỉ sác, Tạo giác, Bằng sa"
Cuồng,Đàm hỏa nghịch,"kích động, la hét, hưng phấn, nói nhảm, hoang tưởng, đập phá, cuồng, điên","Bệnh phát ra cấp, cuồng táo bạo, hai mắt giận dữ, mắt đỏ, mặt đỏ, lúc cười lúc hát, nói loạn xạ, có khi cởi quần áo trần truồng, đánh người đập phá, chất lưỡi đỏ, rêu lưỡi vàng dày, mạch hoạt sác","chất lưỡi đỏ, rêu lưỡi vàng dày",mạch hoạt sác,Phương tả can chấn tâm tả hỏa thông đàm,"Ngưu bàng, Chi tử, Viễn trí, Xương bồ, Cam thảo, Đởm nam tinh, Phục thần, Toan táo nhân, Mạch môn, Hoàng liên, Bá tử nhân, Thiên môn, Tâm sen"
Cuồng,Hỏa thương âm,"kích động, la hét, hưng phấn, nói nhảm, hoang tưởng, đập phá, cuồng, điên","Sau cơn kịch phát, người bệnh mệt mỏi gầy yếu, mặt đỏ, chất lưỡi đỏ, rêu ít, mạch tế sác","chất lưỡi đỏ, rêu ít",mạch tế sác,Phương tư âm giáng hỏa an thần định chí,"Sinh địa, Huyền sâm, Mạch môn, Toan táo nhân, Mộc thông, Hoàng cầm, Hoàng liên, Cam thảo, Đăng tâm thảo, Sơn thù, Bạch thược, Tâm sen, Hương phụ"
Cuồng,Huyết ứ,"kích động, la hét, hưng phấn, nói nhảm, hoang tưởng, đập phá, cuồng, điên","Nói lung tung, mất ngủ, phiền muộn, hay giận, lưỡi đỏ hoặc tía tối, hình thái xấu xa, mạch xúc",lưỡi đỏ hoặc tía tối,mạch xúc,Phương hành khí tiêu ứ (Điên cuồng mộng tình thang gia giảm),"Đào nhân, Sài hồ, Hương phụ, Mộc thông, Trần bì, Tô tử, Xích thược, Bán hạ, Đại phúc bì, Thanh bì, Tang bì, Cam thảo"
Chàm (Eczema),Cấp tính - Thấp nhiệt,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Da hồng, đỏ ngứa, có mụn nước, loét, chảy nước vàng, mùa hanh khô, chảy máu tươi, để lâu ngày có thể gây viêm họng",,,Phương thanh nhiệt táo thấp (uống trong),"Hoàng cầm, Hoàng bá, Bạch tiễn bì, Linh bì, Hoạt thạch, Khổ sâm, Sinh địa, Ngân hoa, Thổ phục linh, Hoàng đằng"
Chàm (Eczema),Cấp tính - Phong nhiệt,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Da hơi đỏ có mụn nước phát toàn thân, ngứa gãi chảy nước, ít loét",,,Long đởm tả can thang gia giảm (uống trong),"Hoàng cầm, Chi tử, Qui đầu, Sài hồ, Mộc thông, Cam thảo, Sinh địa, Trạch tả, Sa tiền, Thuyền thoái, Kinh giới, Xương truật, Ngưu bàng, Khổ sâm, Hoàng bá, Long đởm thảo"
Chàm (Eczema),Mãn tính - Phong huyết táo,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Da dày khô, ngứa, nổi cục, có mụn nước, hay gặp ở đầu, mặt, cổ chân, cổ tay, khuỷu tay, đầu gối",,,Phương khu phong dưỡng huyết nhuận táo (uống trong),"Qui đầu, Thục địa, Bạch thược, Xuyên khung, Kinh giới, Xương truật, Khổ sâm, Thuyền thoái, Phòng phong, Bạch tiễn bì, Tật lê, Địa phụ tử, Hoàng bá, Hi thiêm"
Âm nang chàm,Thấp nhiệt phong đàm,"ngứa, mẩn, ban, mụn, ghẻ, da, phát ban, mề đay","Nóng bỏng ở tai, nổi mụn nước, da ống tai sưng hẹp, nhiều vết xuất tiết lẫn vảy da, màng nhĩ đỏ",,,Nhị Trần Thang gia giảm,"Bạch linh, Bán hạ, Cam thảo, Trần bì, Trúc nhự, Chỉ thực, Đởm nam tinh, Cương tàm, Địa long, Sài hồ, Ty qua lạc, Đương qui, Đan sâm, Uất kim"
Cao Chỉ Huyết Chỉ,Đờm Trọc Ngăn Trở,"cholesterol, mỡ máu, máu nhiễm mỡ, lipid","Cholesterol trong máu tăng cao, váng đầu, nặng đầu, cơ thể béo phì, ngực đầy bụng trướng khó chịu, người nặng nề không muốn hoạt động, rêu lưỡi vàng bệu, mạch Hoạt Thực",rêu lưỡi vàng bệu,mạch Hoạt Thực,Ôn Đởm Thang gia giảm,"Trần bì, Bán hạ, Bạch linh, Qua lâu, Chỉ thực, Hải tảo, Hoàng cầm"
Cao Chỉ Huyết Chỉ,Tỳ Hư Thấp Khốn,"cholesterol, mỡ máu, máu nhiễm mỡ, lipid","Cholesterol trong máu tăng cao, hoạt động thì mệt, ăn ít, đầy bụng, hụt hơi, sắc mặt không tươi, chân hơi sưng phù, phân lỏng nát, lưỡi nhạt, rêu lưỡi trắng, mạch Hoãn Nhược","lưỡi nhạt, rêu lưỡi trắng",mạch Hoãn Nhược,Sâm Linh Bạch Truật Tán gia giảm,"Đẳng sâm, Bạch truật, Xa nhân (có thể là Sa nhân), Bạch linh, Cam thảo, Hoài sơn, Cát cánh, Ý dĩ, Trần bì, Thần khúc, Sơn tra"
Cao Chỉ Huyết Chỉ,Can Uất Khí Trệ,"cholesterol, mỡ máu, máu nhiễm mỡ, lipid","Cholesterol máu tăng, hai bên hông sườn trướng đau, nấc, ợ hơi, phiền táo, dễ tức giận, váng đầu, đau đầu, miệng đắng, khô họng, lưỡi hơi đỏ, rêu lưỡi hơi vàng, mạch Huyền","lưỡi hơi đỏ, rêu lưỡi hơi vàng",mạch Huyền,Sài Hồ Sơ Can Tán gia giảm,"Sài hồ, Bạch thược, Chỉ sác, Trích thảo, Xuyên khung, Sơn tra, Hạ khô thảo, Huyền hồ"
Cao Chỉ Huyết Chỉ,Can Thận Hư Tổn,"cholesterol, mỡ máu, máu nhiễm mỡ, lipid","Cholesterol trong máu cao, váng đầu, hoa mắt, cử động thì hụt hơi, đau lưng, chân yếu, mờ mắt, ù tai, tai kêu, mất ngủ, hay mơ, trí nhớ giảm, lưỡi hơi đỏ, mạch Huyền Tế",lưỡi hơi đỏ,mạch Huyền Tế,Kỷ Cúc Địa Hoàng Hoàn gia giảm,"Đan bì, Cúc hoa, Trạch tả, Thục địa, Sơn thù, Hà thủ ô, Kỉ tử, Nữ trinh tử, Tang kí sinh, Hoàng tinh, Đan sâm"
Cao Chỉ Huyết Chỉ,Huyết Ứ Ngăn Trở,"cholesterol, mỡ máu, máu nhiễm mỡ, lipid","Cholesterol máu cao, đau ngực lan ra sau lưng, phiền muộn, váng đầu, đau đầu, đau không di chuyển, tay chân và cơ thể tê dại, lưỡi đỏ tím hoặc có vết ứ huyết, mạch Tế Sáp",lưỡi đỏ tím hoặc có vết ứ huyết,mạch Tế Sáp,Huyết Phủ Trục Ứ Thang gia giảm,"Qui xuyên (Đương quy), Xích thược, Bồ hoàng, Đào nhân, Xuyên khung, Cát cánh, Cam thảo, Hồng hoa, Sinh địa, Sơn tra, Chỉ sác"
Cân quyết,Huyết hư,,"Gân bị co, co duỗi khó khăn, đau đớn, váng đầu hoa mắt, ít ngủ, kinh nguyệt ra ít, tay chân tê, móng tay không phát triển, da thịt máy động, mặt môi nhạt",,,Bổ can thang (hoặc Khâu thị thư cân chỉ thống thang),"Qui đầu, Thục địa, Bạch thược, Táo nhân, Kê huyết đằng, Tang kí sinh, Tục đoạn, Kỉ tử, Ngưu tất, Xuyên khung, Trích thảo, Mộc qua, Mạch môn, Thấu cốt thảo, Ngô công, Nhũ hương, Một dược, Tế tân, Chế phụ phiến, Chế xuyên ô, Chế thảo ô, Đỗ Trọng, Cẩu tích"
Cân quyết,Hàn ngưng,,"tay chân khó co duỗi, gặp lạnh nặng hơn, đau nhức, rêu trắng, cước khí",rêu trắng,,Ô đầu thang (hoặc Quế chi gia phụ tử thang),"Chế xuyên ô, Ma hoàng, Bạch thược, Hoàng kỳ, Chích cam thảo, Mật ong"
Cân quyết,Nhiệt thương tân dịch,,"Sau khi mắc bệnh nhiệt, âm dịch tổn thương, gân mạch mất nuôi dưỡng làm gân mạch co cứng, tay chân co quắp đau nhức, khát nước khô họng, choáng đầu, đại tiện khô, tiểu vàng",,,Môn thị thược dược Câu đằng mộc nhĩ thang,"Bạch thược, Trích thảo, Bạch cự tử, Thiên ma, Toàn yết, Câu đằng, Uất lý nhân, Hắc mộc nhĩ, Cương tàm, Sài hồ, Một dược"
Thai phù,Tỳ khí suy yếu,,"Thai nhiều nước quá, bụng sưng to khác thường, da bụng căng to lên, chân và bộ phận sinh dục sưng to, nặng thì toàn thân sưng phù, ăn ít, bụng trướng, tinh thần uể oải, tay chân mềm yếu, sắc mặt vàng nhạt, lưỡi nhạt, rêu lưỡi trắng, mạch Trầm Hoạt không lực","lưỡi nhạt, rêu lưỡi trắng",mạch Trầm Hoạt không lực,Lý Ngư Thang,"Lý ngư (cá chép), Bạch truật, Bạch thược, Qui đầu, Phục linh, Sinh khương"
Thai phù,Khí trệ thấp uất,,"Có thai mà thai nhiều nước quá, bụng to khác thường, ngực đầy trướng, khó thở, không nằm được, tay chân và cơ thể sưng phù, mầu khô dang thay đổi, ấn vào lõm sâu, lưỡi nhạt, bệu, mạch Huyền, Hoạt",lưỡi nhạt,mạch Huyền,Phục Linh Đạo Thủy Thang bỏ Binh lang (hoặc Thiên Tiên Đằng Tán),"Phục linh, Trư linh, Bạch truật, Trạch tả, Mộc hương, Tô diệp, Đại phúc bì, Xa nhân (Sa nhân), Tang bì, Mộc qua (Hoặc dùng Thiên Tiên Đằng Tán: Thiên tiên đằng, Hương phụ, Trần bì, Cam thảo, Ô dược, Sinh khương, Mộc qua, Tô diệp)"
Thai phù,Thận hư,,"Mặt phù, tay chân sưng, ấn vào lõm sâu, váng đầu, ù tai, đau lưng, chân mỏi, chân lạnh, hồi hộp, hơi thở ngắn, tiểu không thông, da mặt sạm tối, lưỡi nhạt, rêu lưỡi trắng hoạt, mạch Trầm Trì","lưỡi nhạt, rêu lưỡi trắng hoạt",mạch Trầm Trì,Chân Vũ Thang (hoặc Phục Linh Tán gia giảm),"Quế chi, Bạch truật, Phục linh, Trư linh, Trạch tả, Hoài sơn, Thỏ ti tử (Chân Vũ Thang thường có: Phụ tử, Bạch linh, Bạch truật, Bạch thược, Sinh khương)"
Ngư lân bệnh,Huyết táo,,"khô da ráp, bong vảy, nứt nẻ, nặng thì toàn thân khô da ráp, nổi vảy hình tròn hoặc trám, giữa các khe ngang dọc như da rắn màu nâu xám, nặng nhất ở vùng da dày như lưng, mông, mặt ngoài các chi",,,Sinh huyết nhuận phu ẩm gia giảm,"Qui xuyên (Đương quy), Thục địa, Sinh địa, Hoàng kỳ, Thiên môn, Mạch môn, Ngũ vị, Thăng ma, Hoàng cầm, Hồng hoa, Đào nhân, Qua lâu, Kê huyết đằng, Tang bì"
Vị quản thống,Khí trệ,"đau thượng vị, đau vùng thượng vị, đau dạ dày, đau bao tử, đau bụng, vị quản thống, bụng đau, ợ chua","Đau vùng thượng vị lan ra sườn, xuyên ra sau lưng, đầy bụng trướng, cự án, ợ hơi, ợ chua, lưỡi đỏ, rêu trắng hoặc vàng mỏng, mạch huyền","lưỡi đỏ, rêu trắng hoặc vàng mỏng",mạch huyền,Sơ can hoà vị phương,"Sài hồ, Bạch thược, Chỉ thực, Thanh bì, Mai mực, Huyền hồ, Hương phụ, Trích thảo, Xuyên khung"
Vị quản thống,Hoả uất,"đau thượng vị, đau vùng thượng vị, đau dạ dày, đau bao tử, đau bụng, vị quản thống, bụng đau, ợ chua","Vùng thượng vị đau nhiều, đau nóng rát, cự án, khô miệng, ợ chua, miệng đắng, chất lưỡi đỏ, rêu lưỡi vàng, mạch huyền sác","chất lưỡi đỏ, rêu lưỡi vàng",mạch huyền sác,Sơ can tiết nhiệt phương,"Sài hồ, Bạch thược, Chỉ thực, Thanh bì, Trích thảo, Xuyên khung, Hương phụ, Mai mực, Huyền hồ"
Vị quản thống,Ứ huyết,"đau thượng vị, đau vùng thượng vị, đau dạ dày, đau bao tử, đau bụng, vị quản thống, bụng đau, ợ chua","Đau dữ dội ở vị trí nhất định, cự án, ấn vào đau tăng, nôn ra máu, ỉa phân đen, môi đỏ, lưỡi đỏ, rêu lưỡi đỏ, mạch huyền sác hữu lực","lưỡi đỏ, rêu lưỡi đỏ",mạch huyền sác hữu lực,Lương huyết chỉ huyết phương (thực chứng),"Sinh địa, Trắc bách diệp, A giao, Cam thảo, Bồ hoàng, Chi tử"
Vị quản thống,Ứ huyết,"đau thượng vị, đau vùng thượng vị, đau dạ dày, đau bao tử, đau bụng, vị quản thống, bụng đau, ợ chua","Đau dữ dội ở vị trí nhất định, cự án, ấn vào đau tăng, sắc mặt xanh nhợt, người mệt, tay chân lạnh, môi nhạt, chất lưỡi bệu có điểm ứ huyết, rêu lưỡi nhuận, mạch hư đại hoặc tế sác","chất lưỡi bệu có điểm ứ huyết, rêu lưỡi nhuận",mạch hư đại hoặc tế sác,Bổ huyết chỉ huyết phương (hư chứng),"Đẳng sâm, Bạch truật, Bạch linh, Cam thảo, Hoàng kỳ, A giao, Qui đầu, Xuyên khung, Ngũ vị, Táo nhân, Bạch thược, Đại táo, Trần bì, Kỉ tử, Sinh khương"
Vị quản thống,Hư hàn,"đau thượng vị, đau vùng thượng vị, đau dạ dày, đau bao tử, đau bụng, vị quản thống, bụng đau, ợ chua","Đau vùng thượng vị liên miên, nôn nhiều, mệt mỏi, thích xoa bóp, chườm nóng, đầy bụng, nôn ra nước trong, sợ lạnh, tay chân lạnh, phân nát có lúc táo, rêu lưỡi trắng, chất lưỡi nhạt, mạch hư tế","rêu lưỡi trắng, chất lưỡi nhạt",mạch hư tế,Ôn trung kiện vị phương,"Hoàng kỳ, Quế chi, Táo, Bạch thược, Cam thảo, Sinh khương, Di đường, Lá khôi"
